event_count,scenario,replicate,test_events,clock_bits_per_event,clock_mdl_net_bits,direction_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,clock_mdl_accept,direction_mdl_accept,joint_mdl_accept
800,continuous_low_noise,79,201,0.3502179147901694,-17.25711495866942,86.3119873153613,5,contrarian,0.8706467661691543,False,True,False
800,continuous_low_noise,80,189,0.480308900880526,2.855610853141471,85.03465241511805,5,contrarian,0.8783068783068783,True,True,True
800,continuous_low_noise,81,196,0.41135055324979564,-7.1401365866283015,82.32476236849688,5,contrarian,0.8673469387755102,False,True,False
800,continuous_low_noise,82,207,0.4213323585762894,-0.29714057289513107,150.5901355863832,5,contrarian,0.9565217391304348,False,True,False
800,continuous_low_noise,83,202,0.44742412574925294,2.7516574964671037,92.76093121346403,5,contrarian,0.8811881188118812,True,True,True
800,continuous_low_noise,84,217,0.3801006971463541,-4.797993414645887,113.61237659221885,5,contrarian,0.9027777777777778,False,True,False
800,continuous_low_noise,85,205,0.3799580668966587,-9.667681939040392,84.078699783687,5,contrarian,0.8634146341463415,False,True,False
800,continuous_low_noise,86,205,0.3490800712266571,-15.99767105139071,95.2177851807515,5,contrarian,0.8829268292682927,False,True,False
800,continuous_low_noise,87,191,0.34800774605865703,-21.408355472906663,106.92686520337062,5,contrarian,0.9153439153439153,False,True,False
800,continuous_low_noise,88,207,0.38438285473760503,-7.945687867502798,105.97040454208746,5,contrarian,0.8985507246376812,False,True,False
800,continuous_low_noise,89,192,0.44827569826094,-1.7863773116135775,102.81801816517837,5,contrarian,0.90625,False,True,False
800,continuous_low_noise,90,215,0.35319060500756544,-11.390801660845725,106.49326246603933,5,contrarian,0.8930232558139535,False,True,False
800,continuous_low_noise,91,203,0.39617027662221194,-7.182511497706628,134.24526497489106,5,contrarian,0.9408866995073891,False,True,False
800,continuous_low_noise,92,188,0.41631722087253037,-9.67754698154448,112.22438829097177,5,contrarian,0.9251336898395722,False,True,False
800,continuous_low_noise,93,197,0.4118550871514783,-6.606682654209578,80.43421326891685,5,contrarian,0.8629441624365483,False,True,False
800,continuous_low_noise,94,213,0.31835601919335677,-19.563726496360502,117.60056503162737,5,contrarian,0.9107981220657277,False,True,False
800,continuous_low_noise,95,206,0.27433497577157373,-31.02302663866309,120.08793435321068,5,contrarian,0.9215686274509803,False,True,False
800,continuous_low_noise,96,189,0.3988272030650486,-12.544430033983758,93.92336845165367,5,contrarian,0.8941798941798942,False,True,False
800,continuous_low_noise,97,177,0.4725906619032704,-4.540792196849154,96.51143501176276,5,contrarian,0.9096045197740112,False,True,False
800,continuous_low_noise,98,182,0.33661028919833,-26.815826130995497,103.38779897565712,5,contrarian,0.9171270718232044,False,True,False
800,continuous_low_noise,99,207,0.3490367693125818,-15.262327550482595,88.36371969539478,5,contrarian,0.8695652173913043,False,True,False
