scenario,replicate,planted_events,observed_events,test_events,clock_test_bits,clock_test_bits_per_event,clock_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,direction_test_n,direction_mdl_net_bits,clock_family_recovered,clock_mdl_recovered,contrarian_family_recovered,exact_horizon_recovered
censored_execution_noise,19,420,420,117,49.89408409679693,0.4264451632204866,-28.416068746196103,5,contrarian,0.8803418803418803,117,52.17985101741962,True,False,True,True
censored_execution_noise,20,420,420,88,27.301131731855325,0.31024013331653777,-52.26174286594048,5,contrarian,0.8295454545454546,88,27.030569292286884,True,False,True,True
censored_execution_noise,21,420,420,98,39.158341612680516,0.3995749144151073,-39.98536872940835,5,contrarian,0.9183673469387755,98,55.025213946380326,True,False,True,True
censored_execution_noise,22,420,420,116,20.719780161514084,0.17861879449581106,-57.63553121619998,5,contrarian,0.8189655172413793,116,33.84915323499565,True,False,True,True
censored_execution_noise,23,420,420,105,45.69164513705241,0.43515852511478487,-33.15083103762674,5,contrarian,0.8380952380952381,105,34.921071386395056,True,False,True,True
censored_execution_noise,24,420,420,107,34.871034959434276,0.32589752298536706,-43.8841440864256,5,contrarian,0.8130841121495327,107,29.637678491663877,True,False,True,True
censored_execution_noise,25,420,420,108,50.28413977122003,0.46559388677055585,-28.42718130797133,5,contrarian,0.8518518518518519,108,39.639849723590594,True,False,True,True
censored_execution_noise,26,420,420,97,42.552626206247204,0.4386868681056413,-36.633582163345075,5,contrarian,0.8762886597938144,97,41.62623388820714,True,False,True,True
censored_execution_noise,27,420,420,104,38.90465229783885,0.37408319517152744,-39.98126480984362,5,contrarian,0.8269230769230769,104,31.87168824366846,True,False,True,True
censored_execution_noise,28,420,420,117,45.16809018103681,0.38605205282937444,-33.142062661956224,5,contrarian,0.9051724137931034,116,60.52373172515477,True,False,True,True
censored_execution_noise,29,420,420,104,32.17574982190723,0.3093822098260311,-46.71016728577524,5,contrarian,0.8461538461538461,104,36.58425175340857,True,False,True,True
censored_execution_noise,30,420,420,102,46.87883153922341,0.4595963876394452,-32.09355653597795,5,contrarian,0.9215686274509803,102,58.54396717660534,True,False,True,True
censored_execution_noise,31,420,420,112,45.367566493678396,0.4050675579792714,-33.16690564292317,5,contrarian,0.8035714285714286,112,28.950523009239618,True,False,True,True
censored_execution_noise,32,420,420,94,31.824084755321,0.33855409314171275,-47.48883270987423,5,contrarian,0.8297872340425532,94,29.130021013557453,True,False,True,True
censored_execution_noise,33,420,420,103,33.45486709761659,0.32480453492831646,-45.47435368870779,5,contrarian,0.7669902912621359,103,19.328224823427387,True,False,True,True
censored_execution_noise,34,420,420,117,43.346722740287866,0.37048480974605014,-34.96343010270517,5,contrarian,0.8888888888888888,117,55.118774831249425,True,False,True,True
censored_execution_noise,35,420,420,97,45.03540540378214,0.46428252993589836,-34.150802965810136,5,contrarian,0.865979381443299,97,38.86883415709869,True,False,True,True
censored_execution_noise,36,420,420,107,48.12656321831203,0.44978096465712175,-30.628615827547847,5,contrarian,0.822429906542056,107,31.803637650587554,True,False,True,True
censored_execution_noise,37,420,420,107,50.386109995497556,0.4708982242569865,-28.36906905036232,5,contrarian,0.9245283018867925,106,62.08199653959129,True,False,True,True
censored_execution_noise,38,420,420,107,34.1980880754694,0.31960829977074207,-44.557090970390476,5,contrarian,0.8598130841121495,107,41.43409134645023,True,False,True,True
censored_execution_noise,39,420,420,111,51.3937763190548,0.4630069938653586,-27.185122446036765,5,contrarian,0.9009009009009009,111,56.25920561762098,True,False,True,True
censored_execution_noise,40,420,420,117,43.57111904821206,0.3724027269077954,-34.73903379478097,5,contrarian,0.8547008547008547,117,44.039815087469904,True,False,True,True
censored_execution_noise,41,420,420,109,41.05142986677188,0.3766186226309347,-37.615892449468845,5,contrarian,0.8348623853211009,109,35.535870883358015,True,False,True,True
censored_execution_noise,42,420,420,113,41.225013966386285,0.3648231324458963,-37.264887064630415,5,contrarian,0.8672566371681416,113,46.16470090450197,True,False,True,True
