feature,percentile,threshold,direction,precision,recall,lift,TP,FP,FN
return_15,70,0.0005608610018824622,above,0.0010769077835580943,0.3087885985740884,1.0292926394818511,130,120586,291
macd_signal,70,0.6719332939049305,above,0.0010768631803911408,0.3087885985740884,1.0292883764035712,130,120591,291
macd_hist,70,0.2018215811117965,above,0.0010768631803911408,0.3087885985740884,1.0292883764035712,130,120591,291
rsi_21,40,48.0792516965707,below,0.0010748546150405023,0.4109263657947484,1.0273149326104865,173,160779,248
macd,40,-0.25108129967429704,below,0.0010747945154416221,0.4109263657947484,1.0273111031287625,173,160788,248
distance_ema_50,50,4.040995810369461e-05,below,0.0010735533123592772,0.5130641330154084,1.0261247352329357,216,200985,205
distance_ema_100,50,6.626351218902966e-05,below,0.0010735533123592772,0.5130641330154084,1.0261247352329357,216,200985,205
candle_body,50,0.0029999999997016857,below,0.0010733985986184909,0.5130641330154084,1.0259768565999199,216,201014,205
return_1,50,0.0,below,0.0010731586138367853,0.5130641330154084,1.0257449250550228,216,201059,205
rsi_14,60,53.325216584792834,below,0.0010727658305444139,0.6152019002360685,1.0253363697701883,259,241173,162
return_60,70,0.0012036053539956626,below,0.0010722946750982604,0.7173396674567284,1.0247688825823569,302,281337,119
rsi_7,70,59.461597263758605,above,0.0010686061730644885,0.30641330166198,1.0213783881415124,129,120589,292
return_3,50,4.6887057668643095e-06,below,0.001068593780287173,0.5106888361033001,1.0213766959621335,215,200984,206
return_15,60,0.000269969946945503,below,0.001068623877530729,0.61282660332396,1.0213750037935336,258,241174,163
ema_20_50_diff,40,-0.39447041529638227,below,0.001068581830381266,0.40855106888264003,1.0213728886598101,172,160789,249
distance_ema_50,60,0.0002621647721094264,above,0.001068581830381266,0.40855106888264003,1.0213728886598101,172,160789,249
macd_signal,40,-0.23738996904104967,below,0.001068581830381266,0.40855106888264003,1.0213728886598101,172,160789,249
return_5,10,-0.0009237245122299398,below,0.0010685884691848642,0.10213776722066001,1.021366543117105,43,40197,378
stochastic_d_14,20,21.833015034644273,below,0.0010686150252242716,0.20427553444132002,1.0213665428890644,86,80392,335
distance_ema_200,90,0.00308767520683623,above,0.0010685619144653199,0.10213776722066001,1.0213538526103267,43,40198,378
stochastic_d_14,80,81.35174463206943,below,0.0010655185161023734,0.8147268408531717,1.0184069449588427,343,321566,78
macd_hist,60,0.09005471603042518,below,0.0010644422446891744,0.6104513064118516,1.0174161859759567,257,241184,164
macd_signal,60,0.3298691597975659,below,0.0010644422446891744,0.6104513064118516,1.0174161859759567,257,241184,164
bollinger_z_20,50,0.050646206851768634,below,0.0010636658697456593,0.5083135391911917,1.0166261067172253,214,200977,207
macd,50,0.04688337237439555,below,0.0010636130039115062,0.5083135391911917,1.0166235802770753,214,200987,207
stochastic_d_14,90,88.94788057618385,below,0.001063104209064272,0.9144893111617233,1.0160993857585956,385,361762,36
ema_9_20_diff,90,1.8600940547353275,below,0.0010630631128144637,0.9144893111617233,1.016097982852277,385,361776,36
macd,90,2.076753377183195,below,0.0010630631128144637,0.9144893111617233,1.016097982852277,385,361776,36
distance_ema_200,80,0.0018792011830583869,below,0.001062372445413623,0.8123515439410633,1.0154378284885741,342,321579,79
distance_ema_100,40,-0.0002533049219493955,below,0.0010623691453209097,0.4061757719705317,1.0154346741908575,171,160790,250
return_30,40,-0.0003208139671968535,below,0.001062448353205046,0.4061757719705317,1.0154346739810034,171,160778,250
bollinger_z_20,70,0.8666820735465436,below,0.0010615372052814101,0.7102137767204033,1.0145915807177077,299,281368,122
rsi_21,60,52.732776605674125,below,0.001060357539307781,0.6080760094997433,1.013459047199557,256,241172,165
distance_ema_100,60,0.00039850364444221956,below,0.0010603004460717068,0.6080760094997433,1.0134573681316925,256,241185,165
distance_ema_200,70,0.0011496079604757417,above,0.0010602960545389695,0.30403800474987164,1.0134531706127472,128,120593,293
stochastic_d_14,50,52.2815716347053,below,0.0010586849443072024,0.5059382422790834,1.011875517423886,213,200980,208
macd_signal,50,0.04084544625986372,below,0.0010586428496876207,0.5059382422790834,1.011873002799145,213,200988,208
return_10,50,1.5015860502565204e-05,above,0.001058669158432568,0.5059382422790834,1.011873002760689,213,200983,208
return_30,50,3.5623403626061645e-05,below,0.001058721779845511,0.5059382422790834,1.0118730026837675,213,200973,208
stochastic_k_14,70,73.82325543783608,below,0.0010579718891898667,0.707838479808295,1.011199015802809,298,281373,123
return_15,90,0.0016348774046052172,below,0.0010575815897964057,0.9097387173375066,1.0108209473910186,383,361764,38
stochastic_k_14,80,83.45188503711918,below,0.001056195831132922,0.8076009501168466,1.0095014771654012,340,321570,81
distance_ema_20,60,0.00015166211708049612,below,0.001056158647454239,0.6057007125876349,1.0094985502874279,255,241186,166
ema_9_20_diff,60,0.3057661517436827,above,0.0010561564602605536,0.4038004750584233,1.0094964597219054,170,160791,251
distance_ema_50,40,-0.0001795070606292047,below,0.0010561564602605536,0.4038004750584233,1.0094964597219054,170,160791,251
ema_20_50_diff,60,0.577737957489262,above,0.0010561564602605536,0.4038004750584233,1.0094964597219054,170,160791,251
rsi_14,90,65.11743493415138,below,0.0010548173674851137,0.9073634204253982,1.0081814498126447,382,361766,39
atr_ratio,90,0.0008980103793287306,below,0.0010548144548238403,0.9073634204253982,1.008181171419597,382,361767,39
rsi_21,90,62.30178351621335,below,0.0010548348437905545,0.9073634204253982,1.0081806146620609,382,361760,39
return_30,10,-0.0022288414222951802,above,0.0010548581464319808,0.9073634204253982,1.0081803362837352,382,361752,39
distance_ema_200,50,0.00012841753785848946,below,0.001053672695463735,0.5035629453669749,1.0071224253212148,212,200989,209
ema_20_50_diff,50,0.08113435500581545,below,0.001053672695463735,0.5035629453669749,1.0071224253212148,212,200989,209
bollinger_bandwidth_20,80,0.003298423348710611,below,0.0010531057299513799,0.8052256532047382,1.006532980566609,339,321566,82
atr_ratio,80,0.0006903140733505681,below,0.0010530893728060607,0.8052256532047382,1.0065323551737384,339,321571,82
return_60,80,0.0020023266867601475,below,0.0010532104277152757,0.8052256532047382,1.0065304791660623,339,321534,82
stochastic_d_14,10,13.402404212472131,above,0.0010520589705285395,0.9049881235132898,1.0055425090234416,381,361766,40
rsi_14,70,56.38168742064346,above,0.0010520560654759844,0.3016627078377633,1.005542231357632,127,120589,294
distance_ema_50,90,0.00144180926844171,below,0.0010520183012527548,0.9049881235132898,1.0055411206927727,381,361780,40
distance_ema_100,90,0.0020942009987443746,below,0.0010520183012527548,0.9049881235132898,1.0055411206927727,381,361780,40
return_10,60,0.0002205995896849,below,0.0010520429929380536,0.6033254156755266,1.0055397324256483,254,241181,167
stochastic_k_14,30,30.389960252352505,below,0.0010520473504145973,0.3016627078377633,1.00553640052933,127,120590,294
return_30,30,-0.0007218444289425197,above,0.001050912447631893,0.7030878859840782,1.004409235916731,296,281364,125
rsi_21,10,38.627500245663285,above,0.0010493121482733263,0.9026128266011815,1.002902182124563,380,361762,41
return_30,90,0.0023214407262381886,below,0.0010493353289113946,0.9026128266011815,1.0029019052037156,380,361754,41
ema_20_50_diff,90,3.3344826293205188,below,0.0010492570983623277,0.9026128266011815,1.0029019051528967,380,361781,41
ema_9_20_diff,50,0.038287795098767674,below,0.0010487025412398495,0.5011876484548665,1.0023718478432844,211,200990,210
macd,60,0.3471174005458124,below,0.001047875050219304,0.6009501187634182,1.0015809145988992,253,241188,168
distance_ema_9,60,9.240172409075655e-05,below,0.001047875050219304,0.6009501187634182,1.0015809145988992,253,241188,168
rsi_21,70,55.20156636374543,below,0.0010473397570171727,0.7007125890719699,1.0010170276468846,295,281371,126
ema_20_50_diff,70,1.158134383038032,below,0.001047283984365289,0.7007125890719699,1.0010159614792227,295,281386,126
stochastic_k_14,30,30.389960252352505,above,0.001043770924234298,0.6983372921598614,0.9976258746510935,294,281377,127
return_5,10,-0.0009237245122299398,above,0.0010437491025966682,0.8978622327769648,0.9976248514209958,378,361778,43
rsi_21,70,55.20156636374543,above,0.0010437894527560924,0.2992874109256549,0.9976237495870597,126,120588,295
distance_ema_200,90,0.00308767520683623,below,0.0010437346925814734,0.8978622327769648,0.9976234740731447,378,361783,43
rsi_14,70,56.38168742064346,below,0.001043770924234298,0.6983372921598614,0.9976233953899794,294,281377,127
ema_9_20_diff,50,0.038287795098767674,above,0.0010437323870159639,0.49881235154275816,0.9976212703653541,210,200991,211
distance_ema_9,60,9.240172409075655e-05,above,0.0010437310901398411,0.39904988123420654,0.9976200307840005,168,160793,253
macd,60,0.3471174005458124,above,0.0010437310901398411,0.39904988123420654,0.9976200307840005,168,160793,253
ema_20_50_diff,70,1.158134383038032,above,0.001043728928686798,0.2992874109256549,0.997617964821923,126,120595,295
bollinger_bandwidth_20,90,0.004572003326551098,below,0.0010410252303647979,0.8954869358648564,0.9949867313061692,377,361766,44
rsi_7,90,71.77554475224933,below,0.001040993610453009,0.8954869358648564,0.9949861817295927,377,361777,44
atr_14,90,4.074145115402751,below,0.0010410079829020623,0.8954869358648564,0.9949850827884504,377,361772,44
stochastic_k_14,10,9.686451860362196,above,0.0010410079829020623,0.8954869358648564,0.9949850827884504,377,361772,44
stochastic_d_14,20,21.833015034644273,above,0.0010406667722865747,0.7957244655563047,0.9946540132979951,335,321574,86
distance_ema_200,70,0.0011496079604757417,below,0.0010401837539628124,0.695961995247753,0.994229412587838,293,281388,128
distance_ema_50,40,-0.0001795070606292047,above,0.0010395914529843686,0.5961995249392015,0.9936632789103701,251,241190,170
ema_9_20_diff,60,0.3057661517436827,below,0.0010395914529843686,0.5961995249392015,0.9936632789103701,251,241190,170
ema_20_50_diff,60,0.577737957489262,below,0.0010395914529843686,0.5961995249392015,0.9936632789103701,251,241190,170
ema_20_50_diff,50,0.08113435500581545,above,0.0010387622327920785,0.4964370546306498,0.992870692887424,209,200992,212
distance_ema_200,50,0.00012841753785848946,above,0.0010387622327920785,0.4964370546306498,0.992870692887424,209,200992,212
return_5,90,0.0009491522744810021,below,0.0010382266205723471,0.8931116389527479,0.9923464130536889,376,361780,45
distance_ema_200,10,-0.002809139280114868,above,0.001038212286800619,0.8931116389527479,0.9923450429933925,376,361785,45
rsi_21,80,58.1433768349301,below,0.0010375764202992166,0.7933491686441964,0.9916855129823803,334,321570,87
return_15,80,0.0009569820442212329,below,0.0010375603043095997,0.7933491686441964,0.991684896840389,334,321575,87
ema_20_50_diff,80,1.9459487456815623,below,0.0010375216279770471,0.7933491686441964,0.9916848968280227,334,321587,87
distance_ema_100,80,0.0012613719146211423,below,0.0010375216279770471,0.7933491686441964,0.9916848968280227,334,321587,87
return_10,60,0.0002205995896849,above,0.0010375441888206102,0.3966745843220982,0.9916818162467376,167,160790,254
rsi_7,70,59.461597263758605,below,0.001036652039932401,0.6935866983356447,0.9908364899047509,292,281384,129
return_60,90,0.00332907009389527,below,0.001035605497822464,0.8907363420406396,0.9897058275538139,375,361732,46
distance_ema_100,40,-0.0002533049219493955,above,0.001035449654366901,0.5938242280270931,0.9897044610661058,250,241191,171
return_30,40,-0.0003208139671968535,above,0.0010355268553534625,0.5938242280270931,0.9897044610143809,250,241173,171
return_30,30,-0.0007218444289425197,below,0.001035522566107752,0.29691211401354656,0.9897003615691641,125,120587,296
atr_14,80,3.0846951160668774,below,0.0010344506228448915,0.790973871732088,0.9887176232237608,333,321577,88
rsi_21,20,42.665848542996244,above,0.0010344699040707756,0.790973871732088,0.9887163946800376,333,321571,88
return_30,20,-0.001266072563066989,above,0.0010344923997427718,0.790973871732088,0.9887157803951107,333,321564,88
stochastic_d_14,50,52.2815716347053,above,0.0010338331850511648,0.49406175771854144,0.9881225710054851,208,200985,213
macd_signal,50,0.04084544625986372,above,0.001033792078568193,0.49406175771854144,0.9881201154094937,208,200993,213
return_10,50,1.5015860502565204e-05,below,0.0010338177697369678,0.49406175771854144,0.9881201153719404,208,200988,213
return_30,50,3.5623403626061645e-05,above,0.0010338691559054754,0.49406175771854144,0.9881201152968245,208,200978,213
return_15,70,0.0005608610018824622,below,0.0010331238683565838,0.6912114014235363,0.9874446165288431,291,281379,130
macd_signal,70,0.6719332939049305,below,0.0010330835235603359,0.6912114014235363,0.9874428636964535,291,281390,130
macd_hist,70,0.2018215811117965,below,0.0010330835235603359,0.6912114014235363,0.9874428636964535,291,281390,130
bollinger_z_20,10,-1.689516091210952,above,0.0010327412099640169,0.8883610451285312,0.987069065009303,374,361769,47
rsi_14,10,35.790598313109335,above,0.0010327269514121271,0.8883610451285312,0.9870677021725894,374,361774,47
stochastic_k_14,90,92.37079760378784,below,0.0010327240997489956,0.8883610451285312,0.9870674296097626,374,361775,47
macd_signal,90,1.9696418404744258,below,0.0010326898810197646,0.8883610451285312,0.9870666119136403,374,361787,47
bollinger_z_20,80,1.244435627474973,below,0.0010313601839051863,0.7885985748199796,0.9857491137112514,332,321573,89
rsi_14,80,60.048365945143445,below,0.0010313473683556502,0.7885985748199796,0.9857491136767136,332,321577,89
stochastic_k_14,20,19.845211125642887,above,0.0010313441645180299,0.7885985748199796,0.9857485012320977,332,321578,89
