model,fold,rule_type,rule_or_feature,coefficient,threshold,oos_f1,oos_precision
E2 events + eligibility state,4,L1 logistic feature,cooldown_log_seconds,0.07460423120929492,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,seconds_since_last_entry,0.3008932411530732,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,prior_win_code,-0.2923960694551198,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,prior_direction_code,-0.05399328431450518,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,prior_large_code,-0.12033791569468023,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,boundary_5,0.022082052705336436,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,boundary_15,-0.11800063046537973,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,boundary_30,0.29106264000890664,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,boundary_60,-0.03904337546878369,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,hour_sin,-0.23273895792076285,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,hour_cos,-1.271659427958352,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,dow_sin,0.07464609401331682,0.9200288878015485,0.0,0.0
E2 events + eligibility state,4,L1 logistic feature,dow_cos,-0.11046651843427434,0.9200288878015485,0.0,0.0
E2 events + eligibility state,5,L1 logistic feature,event_cross_prior_high_10,-0.3076611344370541,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_prior_low_10,-0.1546682290882352,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_prior_high_20,0.016751337258501132,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_prior_low_20,0.00033956908329916315,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_session_high,-0.05282846037521319,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_session_low,-0.07392386248350372,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_vwap,0.03199818130883526,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_cross_ema20,-0.01871896580585618,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_large_body_expansion,0.012398753553011154,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_compression_to_expansion,-0.020637115057708457,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_higher_low_break,0.4296316388543199,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_lower_high_break,0.30648385811361767,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_false_break_high,-0.024183532512890144,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_false_break_low,0.026471617962634336,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_impulse_pullback_cont_up,0.0367668234768435,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_impulse_pullback_cont_down,-0.07147370169857219,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_immediate_reversal,-0.31158501823055307,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_range_expansion_strength,0.0013528170258660579,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_body_ratio,-0.10486131958019085,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,event_bar_direction,-0.03809716392188687,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,cooldown_log_seconds,0.1449979531223067,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,seconds_since_last_entry,0.22978273414658168,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,prior_win_code,-0.2913656001247073,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,prior_direction_code,-0.012065016552270193,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,prior_large_code,-0.105068695680842,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,boundary_5,-0.011266619115428379,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,boundary_15,-0.025537322158943304,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,boundary_30,0.22492359304807036,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,boundary_60,-0.02474345398149474,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,hour_sin,-0.16594860398498532,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,hour_cos,-1.1863300986378655,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,dow_sin,0.07848364526890268,0.8048782213469519,0.006335797254487857,0.003244997295835587
E2 events + eligibility state,5,L1 logistic feature,dow_cos,-0.08501477724094857,0.8048782213469519,0.006335797254487857,0.003244997295835587
E3 constrained event tree,1,depth-3 tree,"|--- hour_cos <= -0.38
|   |--- seconds_since_last_entry <= 55803.00
|   |   |--- seconds_since_last_entry <= 1397.00
|   |   |   |--- class: 1
|   |   |--- seconds_since_last_entry >  1397.00
|   |   |   |--- class: 0
|   |--- seconds_since_last_entry >  55803.00
|   |   |--- hour_sin <= 0.86
|   |   |   |--- class: 1
|   |   |--- hour_sin >  0.86
|   |   |   |--- class: 0
|--- hour_cos >  -0.38
|   |--- hour_sin <= -0.90
|   |   |--- seconds_since_last_entry <= 46064.50
|   |   |   |--- class: 0
|   |   |--- seconds_since_last_entry >  46064.50
|   |   |   |--- class: 1
|   |--- hour_sin >  -0.90
|   |   |--- hour_cos <= -0.05
|   |   |   |--- class: 0
|   |   |--- hour_cos >  -0.05
|   |   |   |--- class: 0
",,0.8728859792689595,0.004901960784313725,0.0025951557093425604
E3 constrained event tree,2,depth-3 tree,"|--- hour_cos <= -0.08
|   |--- hour_cos <= -0.48
|   |   |--- hour_sin <= -0.38
|   |   |   |--- class: 1
|   |   |--- hour_sin >  -0.38
|   |   |   |--- class: 1
|   |--- hour_cos >  -0.48
|   |   |--- prior_win_code <= 0.50
|   |   |   |--- class: 1
|   |   |--- prior_win_code >  0.50
|   |   |   |--- class: 0
|--- hour_cos >  -0.08
|   |--- seconds_since_last_entry <= 315906.00
|   |   |--- event_body_ratio <= 0.45
|   |   |   |--- class: 0
|   |   |--- event_body_ratio >  0.45
|   |   |   |--- class: 0
|   |--- seconds_since_last_entry >  315906.00
|   |   |--- event_count <= 0.50
|   |   |   |--- class: 1
|   |   |--- event_count >  0.50
|   |   |   |--- class: 0
",,0.8196721311475408,0.012121212121212121,0.007936507936507936
E3 constrained event tree,3,depth-3 tree,"|--- hour_cos <= -0.25
|   |--- prior_win_code <= 0.50
|   |   |--- m1_vwap_dist <= 15.92
|   |   |   |--- class: 1
|   |   |--- m1_vwap_dist >  15.92
|   |   |   |--- class: 0
|   |--- prior_win_code >  0.50
|   |   |--- hour_cos <= -0.48
|   |   |   |--- class: 1
|   |   |--- hour_cos >  -0.48
|   |   |   |--- class: 0
|--- hour_cos >  -0.25
|   |--- hour_sin <= -0.64
|   |   |--- cooldown_log_seconds <= 7.29
|   |   |   |--- class: 1
|   |   |--- cooldown_log_seconds >  7.29
|   |   |   |--- class: 0
|   |--- hour_sin >  -0.64
|   |   |--- hour_cos <= 0.13
|   |   |   |--- class: 0
|   |   |--- hour_cos >  0.13
|   |   |   |--- class: 0
",,0.8333333333333338,0.008802816901408451,0.0046641791044776115
E3 constrained event tree,4,depth-3 tree,"|--- hour_cos <= -0.08
|   |--- seconds_since_last_entry <= 44541.50
|   |   |--- prior_win_code <= 0.50
|   |   |   |--- class: 1
|   |   |--- prior_win_code >  0.50
|   |   |   |--- class: 1
|   |--- seconds_since_last_entry >  44541.50
|   |   |--- hour_cos <= -0.48
|   |   |   |--- class: 1
|   |   |--- hour_cos >  -0.48
|   |   |   |--- class: 0
|--- hour_cos >  -0.08
|   |--- hour_sin <= -0.64
|   |   |--- cooldown_log_seconds <= 10.45
|   |   |   |--- class: 0
|   |   |--- cooldown_log_seconds >  10.45
|   |   |   |--- class: 1
|   |--- hour_sin >  -0.64
|   |   |--- hour_cos <= 0.13
|   |   |   |--- class: 0
|   |   |--- hour_cos >  0.13
|   |   |   |--- class: 0
",,0.8672086720867227,0.0,0.0
E3 constrained event tree,5,depth-3 tree,"|--- hour_cos <= -0.14
|   |--- seconds_since_last_entry <= 44580.50
|   |   |--- prior_win_code <= 0.50
|   |   |   |--- class: 1
|   |   |--- prior_win_code >  0.50
|   |   |   |--- class: 1
|   |--- seconds_since_last_entry >  44580.50
|   |   |--- hour_cos <= -0.52
|   |   |   |--- class: 1
|   |   |--- hour_cos >  -0.52
|   |   |   |--- class: 1
|--- hour_cos >  -0.14
|   |--- hour_sin <= -0.69
|   |   |--- cooldown_log_seconds <= 10.45
|   |   |   |--- class: 0
|   |   |--- cooldown_log_seconds >  10.45
|   |   |   |--- class: 1
|   |--- hour_sin >  -0.69
|   |   |--- hour_sin <= 0.99
|   |   |   |--- class: 0
|   |   |--- hour_sin >  0.99
|   |   |   |--- class: 0
",,0.8589511754068736,0.0,0.0
